"S120VC	2000-03-19 01:30:23",,,,"1.882470E-04	27",1.882470E-04
"value unit [W]	time unit [ms]",,,,"1.904619E-04	327",1.904619E-04
"wavelength	635.000nm",,,,"1.912682E-04	627",1.912682E-04
"range	AUTO",,,,"1.930961E-04	927",1.930961E-04
"2.186464E-04	8129",,,,"2.223841E-04	9329","2.223841E-04	"
"2.196641E-04	8429",,,,"2.230377E-04	9629","2.230377E-04	"
"2.204217E-04	8729",,,,"2.240996E-04	9929","2.240996E-04	"
"2.220410E-04	9029",,,,"2.247431E-04	10229","2.247431E-04	1"
"2.223841E-04	9329",,,,"2.261360E-04	10529","2.261360E-04	1"
"2.230377E-04	9629",,,,"2.267584E-04	10829","2.267584E-04	1"
"2.240996E-04	9929",,,,"2.275363E-04	11129","2.275363E-04	1"
"2.247431E-04	10229",,,,"2.281646E-04	11429","2.281646E-04	1"
"2.261360E-04	10529",,,,"2.289332E-04	11729","2.289332E-04	1"
"2.267584E-04	10829",,,,"2.298765E-04	12029","2.298765E-04	1"
"2.275363E-04	11129",,,,"2.307846E-04	12329","2.307846E-04	1"
"2.281646E-04	11429",,,,"2.311898E-04	12629","2.311898E-04	1"
"2.289332E-04	11729",,,,"2.320362E-04	12929","2.320362E-04	1"
"2.298765E-04	12029",,,,"2.326536E-04	13229","2.326536E-04	1"
"2.307846E-04	12329",,,,"2.335153E-04	13529","2.335153E-04	1"
"2.311898E-04	12629",,,,"2.340151E-04	13829","2.340151E-04	1"
"2.320362E-04	12929",,,,"2.343486E-04	14129","2.343486E-04	1"
"2.326536E-04	13229",,,,"2.357891E-04	14429","2.357891E-04	1"
"2.335153E-04	13529",,,,"2.361669E-04	14731","2.361669E-04	1"
"2.340151E-04	13829",,,,"2.371771E-04	15031","2.371771E-04	1"
"2.343486E-04	14129",,,,"2.377949E-04	15331","2.377949E-04	1"
"2.357891E-04	14429",,,,"2.381135E-04	15631","2.381135E-04	1"
"2.361669E-04	14731",,,,"2.388881E-04	15931","2.388881E-04	1"
"2.371771E-04	15031",,,,"2.391800E-04	16231","2.391800E-04	1"
"2.377949E-04	15331",,,,"2.398976E-04	16531","2.398976E-04	1"
"2.381135E-04	15631",,,,"2.406303E-04	16831","2.406303E-04	1"
"2.388881E-04	15931",,,,"2.410378E-04	17131","2.410378E-04	1"
"2.391800E-04	16231",,,,"2.416507E-04	17431","2.416507E-04	1"
"2.398976E-04	16531",,,,"2.421089E-04	17731","2.421089E-04	1"
"2.406303E-04	16831",,,,"2.424142E-04	18031","2.424142E-04	1"
"2.410378E-04	17131",,,,"2.431210E-04	18331","2.431210E-04	1"
"2.416507E-04	17431",,,,"2.437849E-04	18631","2.437849E-04	1"
"2.421089E-04	17731",,,,"2.442906E-04	18931","2.442906E-04	1"
"2.424142E-04	18031",,,,"2.446446E-04	19231","2.446446E-04	1"
"2.431210E-04	18331",,,,"2.455667E-04	19531","2.455667E-04	1"
"2.437849E-04	18631",,,,"9.056514E-05	19831","9.056514E-05	1"
"2.442906E-04	18931",,,,"4.421754E-06	20741","4.421754E-06	2"
"2.446446E-04	19231",,,,"6.138197E-06	21041","6.138197E-06	2"
"2.455667E-04	19531",,,,"7.657658E-06	21341","7.657658E-06	2"
"9.056514E-05	19831",,,,"9.523740E-06	21641","9.523740E-06	2"
"4.421754E-06	20741",,,,"1.107683E-05	21941","1.107683E-05	2"
"6.138197E-06	21041",,,,"1.485504E-05	22610","1.485504E-05	2"
"7.657658E-06	21341",,,,"1.668194E-05	22910","1.668194E-05	2"
"9.523740E-06	21641",,,,"1.842856E-05	23210","1.842856E-05	2"
"1.107683E-05	21941",,,,"2.006035E-05	23511","2.006035E-05	2"
"1.485504E-05	22610",,,,"2.178190E-05	23811","2.178190E-05	2"
"1.668194E-05	22910",,,,"2.334692E-05	24111","2.334692E-05	2"
"1.842856E-05	23210",,,,"2.524786E-05	24411","2.524786E-05	2"
"2.006035E-05	23511",,,,"2.678701E-05	24711","2.678701E-05	2"
"2.178190E-05	23811",,,,"2.871209E-05	25011","2.871209E-05	2"
"2.334692E-05	24111",,,,"3.037414E-05	25311","3.037414E-05	2"
"2.524786E-05	24411",,,,"3.196923E-05	25611","3.196923E-05	2"
"2.678701E-05	24711",,,,"3.404708E-05	25911","3.404708E-05	2"
"2.871209E-05	25011",,,,"3.557476E-05	26211","3.557476E-05	2"
"3.037414E-05	25311",,,,"3.747212E-05	26511","3.747212E-05	2"
"3.196923E-05	25611",,,,"3.930374E-05	26811","3.930374E-05	2"
"3.404708E-05	25911",,,,"4.041981E-05	27111","4.041981E-05	2"
"3.557476E-05	26211",,,,"4.263118E-05	27411","4.263118E-05	2"
"3.747212E-05	26511",,,,"4.426482E-05	27711","4.426482E-05	2"
"3.930374E-05	26811",,,,"4.633303E-05	28011","4.633303E-05	2"
"4.041981E-05	27111",,,,"4.782224E-05	28311","4.782224E-05	2"
"4.263118E-05	27411",,,,"4.964195E-05	28611","4.964195E-05	2"
"4.426482E-05	27711",,,,"5.145809E-05	28911","5.145809E-05	2"
"4.633303E-05	28011",,,,"5.309663E-05	29211","5.309663E-05	2"
"4.782224E-05	28311",,,,"5.507360E-05	29511","5.507360E-05	2"
"4.964195E-05	28611",,,,"5.674811E-05	29811","5.674811E-05	2"
"5.145809E-05	28911",,,,"5.791648E-05	30111","5.791648E-05	3"
"5.309663E-05	29211",,,,"5.983303E-05	30411","5.983303E-05	3"
"5.507360E-05	29511",,,,"6.167409E-05	30711","6.167409E-05	3"
"5.674811E-05	29811",,,,"6.388646E-05	31013","6.388646E-05	3"
"5.791648E-05	30111",,,,"6.541143E-05	31313","6.541143E-05	3"
"5.983303E-05	30411",,,,"6.727777E-05	31613","6.727777E-05	3"
"6.167409E-05	30711",,,,"6.949955E-05	31913","6.949955E-05	3"
"6.388646E-05	31013",,,,"7.087508E-05	32213","7.087508E-05	3"
"6.541143E-05	31313",,,,"7.265789E-05	32520","7.265789E-05	3"
"6.727777E-05	31613",,,,"7.353137E-05	32821","7.353137E-05	3"
"6.949955E-05	31913",,,,"7.531112E-05	33121","7.531112E-05	3"
"7.087508E-05	32213",,,,"7.828699E-05	33421","7.828699E-05	3"
"7.265789E-05	32520",,,,"7.877011E-05	33721","7.877011E-05	3"
"7.353137E-05	32821",,,,"8.098497E-05	34021","8.098497E-05	3"
"7.531112E-05	33121",,,,"8.282174E-05	34321","8.282174E-05	3"
"7.828699E-05	33421",,,,"8.482202E-05	34621","8.482202E-05	3"
"7.877011E-05	33721",,,,"8.655319E-05	34921","8.655319E-05	3"
"8.098497E-05	34021",,,,"8.793567E-05	35221","8.793567E-05	3"
"8.282174E-05	34321",,,,"9.002746E-05	35521","9.002746E-05	3"
"8.482202E-05	34621",,,,"9.172175E-05	35821","9.172175E-05	3"
"8.655319E-05	34921",,,,"9.348702E-05	36121","9.348702E-05	3"
"8.793567E-05	35221",,,,"9.521455E-05	36421","9.521455E-05	3"
"9.002746E-05	35521",,,,"9.656000E-05	36721","9.656000E-05	3"
"9.172175E-05	35821",,,,"9.864546E-05	37021","9.864546E-05	3"
"9.348702E-05	36121",,,,"9.961350E-05	37321","9.961350E-05	3"
"9.521455E-05	36421",,,,"1.021063E-04	37621","1.021063E-04	3"
"9.656000E-05	36721",,,,"1.035127E-04	37921","1.035127E-04	3"
"9.864546E-05	37021",,,,"1.073399E-04	38507","1.073399E-04	3"
"9.961350E-05	37321",,,,"1.079835E-04	38807","1.079835E-04	3"
"1.021063E-04	37621",,,,"1.111000E-04	39108","1.111000E-04	3"
"1.035127E-04	37921",,,,"1.129006E-04	39408","1.129006E-04	3"
"1.073399E-04	38507",,,,"1.144931E-04	39708","1.144931E-04	3"
"1.079835E-04	38807",,,,"1.153817E-04	40008","1.153817E-04	4"
"1.111000E-04	39108",,,,"1.171354E-04	40308","1.171354E-04	4"
"1.129006E-04	39408",,,,"1.188221E-04	40608","1.188221E-04	4"
"1.144931E-04	39708",,,,"1.206375E-04	40908","1.206375E-04	4"
"1.153817E-04	40008",,,,"1.221894E-04	41208","1.221894E-04	4"
"1.171354E-04	40308",,,,"1.235727E-04	41508","1.235727E-04	4"
"1.188221E-04	40608",,,,"1.254940E-04	41808","1.254940E-04	4"
"1.206375E-04	40908",,,,"1.272377E-04	42108","1.272377E-04	4"
"1.221894E-04	41208",,,,"1.282653E-04	42408","1.282653E-04	4"
"1.235727E-04	41508",,,,"1.304632E-04	42708","1.304632E-04	4"
"1.254940E-04	41808",,,,"1.330873E-04	43008","1.330873E-04	4"
"1.272377E-04	42108",,,,"1.334354E-04	43308","1.334354E-04	4"
"1.282653E-04	42408",,,,"1.349760E-04	43608","1.349760E-04	4"
"1.304632E-04	42708",,,,"1.366242E-04	43908","1.366242E-04	4"
"1.330873E-04	43008",,,,"1.376180E-04	44208","1.376180E-04	4"
"1.334354E-04	43308",,,,"1.398817E-04	44508","1.398817E-04	4"
"1.349760E-04	43608",,,,"1.412930E-04	44808","1.412930E-04	4"
"1.366242E-04	43908",,,,"1.439191E-04	45108","1.439191E-04	4"
"1.376180E-04	44208",,,,"1.440914E-04	45408","1.440914E-04	4"
"1.398817E-04	44508",,,,"1.457542E-04	45708","1.457542E-04	4"
"1.412930E-04	44808",,,,"1.475099E-04	46008","1.475099E-04	4"
"1.439191E-04	45108",,,,"1.482816E-04	46308","1.482816E-04	4"
"1.440914E-04	45408",,,,"1.505199E-04	46610","1.505199E-04	4"
"1.457542E-04	45708",,,,"1.512196E-04	46910","1.512196E-04	4"
"1.475099E-04	46008",,,,"1.530216E-04	47210","1.530216E-04	4"
"1.482816E-04	46308",,,,"1.552844E-04	47510","1.552844E-04	4"
"1.505199E-04	46610",,,,"1.561334E-04	47810","1.561334E-04	4"
"1.512196E-04	46910",,,,"1.563007E-04	48110","1.563007E-04	4"
"1.530216E-04	47210",,,,"1.592985E-04	48410","1.592985E-04	4"
"1.552844E-04	47510",,,,"1.601260E-04	48710","1.601260E-04	4"
"1.561334E-04	47810",,,,"1.616408E-04	49010","1.616408E-04	4"
"1.563007E-04	48110",,,,"1.637789E-04	49310","1.637789E-04	4"
"1.592985E-04	48410",,,,"1.656912E-04	49610","1.656912E-04	4"
"1.601260E-04	48710",,,,"1.660081E-04	49910","1.660081E-04	4"
"1.616408E-04	49010",,,,"1.678219E-04	50210","1.678219E-04	5"
"1.637789E-04	49310",,,,"1.691731E-04	50510","1.691731E-04	5"
"1.656912E-04	49610",,,,"1.713065E-04	50810","1.713065E-04	5"
"1.660081E-04	49910",,,,"1.726349E-04	51110","1.726349E-04	5"
"1.678219E-04	50210",,,,"1.727608E-04	51410","1.727608E-04	5"
"1.691731E-04	50510",,,,"1.746035E-04	51710","1.746035E-04	5"
"1.713065E-04	50810",,,,"1.759160E-04	52010","1.759160E-04	5"
"1.726349E-04	51110",,,,"1.772251E-04	52310","1.772251E-04	5"
"1.727608E-04	51410",,,,"1.783126E-04	52610","1.783126E-04	5"
"1.746035E-04	51710",,,,"1.799861E-04	52910","1.799861E-04	5"
"1.759160E-04	52010",,,,"1.814882E-04	53210","1.814882E-04	5"
"1.772251E-04	52310",,,,"1.823569E-04	53510","1.823569E-04	5"
"1.783126E-04	52610",,,,"1.837966E-04	53810","1.837966E-04	5"
"1.799861E-04	52910",,,,"1.850264E-04	54110","1.850264E-04	5"
"1.814882E-04	53210",,,,"1.864082E-04	54411","1.864082E-04	5"
"1.823569E-04	53510",,,,"1.875730E-04	54711","1.875730E-04	5"
"1.837966E-04	53810",,,,"1.883329E-04	55011","1.883329E-04	5"
"1.850264E-04	54110",,,,"1.902041E-04	55311","1.902041E-04	5"
"1.864082E-04	54411",,,,"1.909918E-04	55611","1.909918E-04	5"
"1.875730E-04	54711",,,,"1.926924E-04	55911","1.926924E-04	5"
"1.883329E-04	55011",,,,"1.938101E-04	56211","1.938101E-04	5"
"1.902041E-04	55311",,,,"1.946173E-04	56511","1.946173E-04	5"
"1.909918E-04	55611",,,,"1.954504E-04	56811","1.954504E-04	5"
"1.926924E-04	55911",,,,"1.968783E-04	57111","1.968783E-04	5"
"1.938101E-04	56211",,,,"1.981804E-04	57411","1.981804E-04	5"
"1.946173E-04	56511",,,,"1.994268E-04	57711","1.994268E-04	5"
"1.954504E-04	56811",,,,"2.003690E-04	58011","2.003690E-04	5"
"1.968783E-04	57111",,,,"2.016138E-04	58311","2.016138E-04	5"
"1.981804E-04	57411",,,,"2.027131E-04	58611","2.027131E-04	5"
"1.994268E-04	57711",,,,"2.036473E-04	58911","2.036473E-04	5"
"2.003690E-04	58011",,,,"2.048416E-04	59211","2.048416E-04	5"
"2.016138E-04	58311",,,,"2.062070E-04	59511","2.062070E-04	5"
"2.027131E-04	58611",,,,"2.069835E-04	59811","2.069835E-04	5"
"2.036473E-04	58911",,,,"2.077414E-04	60111","2.077414E-04	6"
"2.048416E-04	59211",,,,"2.086571E-04	60411","2.086571E-04	6"
"2.062070E-04	59511",,,,"2.101397E-04	60711","2.101397E-04	6"
"2.069835E-04	59811",,,,"2.107028E-04	61011","2.107028E-04	6"
"2.077414E-04	60111",,,,"2.120414E-04	61311","2.120414E-04	6"
"2.086571E-04	60411",,,,"2.128622E-04	61611","2.128622E-04	6"
"2.101397E-04	60711",,,,"2.141322E-04	61911","2.141322E-04	6"
"2.107028E-04	61011",,,,"2.141264E-04	62213","2.141264E-04	6"
"2.120414E-04	61311",,,,"2.157454E-04	62513","2.157454E-04	6"
"2.128622E-04	61611",,,,"2.170468E-04	62813","2.170468E-04	6"
"2.141322E-04	61911",,,,"2.166675E-04	63113","2.166675E-04	6"
"2.141264E-04	62213",,,,"2.188177E-04	63413","2.188177E-04	6"
"2.157454E-04	62513",,,,"2.192066E-04	63718","2.192066E-04	6"
"2.170468E-04	62813",,,,"2.205153E-04	64018","2.205153E-04	6"
"2.166675E-04	63113",,,,"2.214740E-04	64318","2.214740E-04	6"
"2.188177E-04	63413",,,,"2.216883E-04	64618","2.216883E-04	6"
"2.192066E-04	63718",,,,"2.230859E-04	64918","2.230859E-04	6"
"2.205153E-04	64018",,,,"2.240113E-04	65218","2.240113E-04	6"
"2.214740E-04	64318",,,,"2.245896E-04	65518","2.245896E-04	6"
"2.216883E-04	64618",,,,"2.254442E-04	65818","2.254442E-04	6"
"2.230859E-04	64918",,,,"2.262037E-04	66118","2.262037E-04	6"
"2.240113E-04	65218",,,,"2.267570E-04	66418","2.267570E-04	6"
"2.245896E-04	65518",,,,"2.280684E-04	66718","2.280684E-04	6"
"2.254442E-04	65818",,,,"2.286311E-04	67018","2.286311E-04	6"
"2.262037E-04	66118",,,,"2.291673E-04	67318","2.291673E-04	6"
"2.267570E-04	66418",,,,"2.298362E-04	67618","2.298362E-04	6"
"2.280684E-04	66718",,,,"2.305311E-04	67918","2.305311E-04	6"
"2.286311E-04	67018",,,,"2.313950E-04	68218","2.313950E-04	6"
"2.291673E-04	67318",,,,"2.323613E-04	68518","2.323613E-04	6"
"2.298362E-04	67618",,,,"2.326669E-04	68818","2.326669E-04	6"
"2.305311E-04	67918",,,,"2.333490E-04	69118","2.333490E-04	6"
"2.313950E-04	68218",,,,"2.335499E-04	69418","2.335499E-04	6"
"2.323613E-04	68518",,,,"2.345648E-04	69719","2.345648E-04	6"
"2.326669E-04	68818",,,,"2.350843E-04	70019","2.350843E-04	7"
"2.333490E-04	69118",,,,"2.358269E-04	70319","2.358269E-04	7"
"2.335499E-04	69418",,,,"2.366432E-04	70619","2.366432E-04	7"
"2.345648E-04	69719",,,,"2.370608E-04	70919","2.370608E-04	7"
"2.350843E-04	70019",,,,"2.378137E-04	71219","2.378137E-04	7"
"2.358269E-04	70319",,,,"2.381333E-04	71519","2.381333E-04	7"
"2.366432E-04	70619",,,,"2.386609E-04	71819","2.386609E-04	7"
"2.370608E-04	70919",,,,"2.386000E-04	72119","2.386000E-04	7"
"2.378137E-04	71219",,,,"2.397229E-04	72419","2.397229E-04	7"
"2.381333E-04	71519",,,,"2.404924E-04	72719","2.404924E-04	7"
"2.386609E-04	71819",,,,"2.408183E-04	73019","2.408183E-04	7"
"2.386000E-04	72119",,,,"2.413137E-04	73319","2.413137E-04	7"
"2.397229E-04	72419",,,,"2.418572E-04	73619","2.418572E-04	7"
"2.404924E-04	72719",,,,"2.422790E-04	73919","2.422790E-04	7"
"2.408183E-04	73019",,,,"1.894351E-04	74219","1.894351E-04	7"
"2.413137E-04	73319",,,,"4.377977E-06	75252","4.377977E-06	7"
"2.418572E-04	73619",,,,"6.079741E-06	75552","6.079741E-06	7"
"2.422790E-04	73919",,,,"7.585061E-06	75852","7.585061E-06	7"
"1.894351E-04	74219",,,,"9.437653E-06	76152","9.437653E-06	7"
"4.377977E-06	75252",,,,"1.097504E-05	76452","1.097504E-05	7"
"6.079741E-06	75552",,,,"1.267483E-05	76752","1.267483E-05	7"
"7.585061E-06	75852",,,,"1.581898E-05	77325","1.581898E-05	7"
"9.437653E-06	76152",,,,"1.766085E-05	77625","1.766085E-05	7"
"1.097504E-05	76452",,,,"1.932103E-05	77925","1.932103E-05	7"
"1.267483E-05	76752",,,,"2.096103E-05	78225","2.096103E-05	7"
"1.581898E-05	77325",,,,"2.269366E-05	78526","2.269366E-05	7"
"1.766085E-05	77625",,,,"2.439190E-05	78826","2.439190E-05	7"
"1.932103E-05	77925",,,,"2.602169E-05	79126","2.602169E-05	7"
"2.096103E-05	78225",,,,"2.784988E-05	79426","2.784988E-05	7"
"2.269366E-05	78526",,,,"2.953103E-05	79726","2.953103E-05	7"
"2.439190E-05	78826",,,,"3.124158E-05	80026","3.124158E-05	8"
"2.602169E-05	79126",,,,"3.284159E-05	80326","3.284159E-05	8"
"2.784988E-05	79426",,,,"3.503789E-05	80626","3.503789E-05	8"
"2.953103E-05	79726",,,,"3.639925E-05	80926","3.639925E-05	8"
"3.124158E-05	80026",,,,"3.815346E-05	81226","3.815346E-05	8"
"3.284159E-05	80326",,,,"3.997089E-05	81526","3.997089E-05	8"
"3.503789E-05	80626",,,,"4.165073E-05	81826","4.165073E-05	8"
"3.639925E-05	80926",,,,"4.353250E-05	82126","4.353250E-05	8"
"3.815346E-05	81226",,,,"4.495891E-05	82426","4.495891E-05	8"
"3.997089E-05	81526",,,,"4.701415E-05	82726","4.701415E-05	8"
"4.165073E-05	81826",,,,"4.829913E-05	83026","4.829913E-05	8"
"4.353250E-05	82126",,,,"5.003453E-05	83326","5.003453E-05	8"
"4.495891E-05	82426",,,,"5.220060E-05	83626","5.220060E-05	8"
"4.701415E-05	82726",,,,"5.380876E-05	83926","5.380876E-05	8"
"4.829913E-05	83026",,,,"5.565212E-05	84226","5.565212E-05	8"
"5.003453E-05	83326",,,,"5.741183E-05	84526","5.741183E-05	8"
"5.220060E-05	83626",,,,"5.905154E-05	84826","5.905154E-05	8"
"5.380876E-05	83926",,,,"6.107092E-05	85126","6.107092E-05	8"
"5.565212E-05	84226",,,,"6.240130E-05	85426","6.240130E-05	8"
"5.741183E-05	84526",,,,"6.462602E-05	85726","6.462602E-05	8"
"5.905154E-05	84826",,,,"6.559497E-05	86028","6.559497E-05	8"
"6.107092E-05	85126",,,,"6.817681E-05	86328","6.817681E-05	8"
"6.240130E-05	85426",,,,"6.941357E-05	86628","6.941357E-05	8"
"6.462602E-05	85726",,,,"7.124629E-05	86928","7.124629E-05	8"
"6.559497E-05	86028",,,,"7.308117E-05	87228","7.308117E-05	8"
"6.817681E-05	86328",,,,"7.468794E-05	87528","7.468794E-05	8"
"6.941357E-05	86628",,,,"7.688576E-05	87828","7.688576E-05	8"
"7.124629E-05	86928",,,,"7.893543E-05	88128","7.893543E-05	8"
"7.308117E-05	87228",,,,"7.952206E-05	88428","7.952206E-05	8"
"7.468794E-05	87528",,,,"8.178491E-05	88728","8.178491E-05	8"
"7.688576E-05	87828",,,,"8.315373E-05	89028","8.315373E-05	8"
"7.893543E-05	88128",,,,"8.470878E-05	89328","8.470878E-05	8"
"7.952206E-05	88428",,,,"8.696011E-05	89628","8.696011E-05	8"
"8.178491E-05	88728",,,,"8.845332E-05	89928","8.845332E-05	8"
"8.315373E-05	89028",,,,"9.055407E-05	90228","9.055407E-05	9"
"8.470878E-05	89328",,,,"9.143529E-05	90528","9.143529E-05	9"
"8.696011E-05	89628",,,,"9.381683E-05	90828","9.381683E-05	9"
"8.845332E-05	89928",,,,"9.469499E-05	91128","9.469499E-05	9"
"9.055407E-05	90228",,,,"9.761026E-05	91428","9.761026E-05	9"
"9.143529E-05	90528",,,,"9.881791E-05	91728","9.881791E-05	9"
"9.381683E-05	90828",,,,"1.014139E-04	92151","1.014139E-04	9"
"9.469499E-05	91128",,,,"1.029127E-04	92451","1.029127E-04	9"
"9.761026E-05	91428",,,,"1.046730E-04	92751","1.046730E-04	9"
"9.881791E-05	91728",,,,"1.068709E-04	93051","1.068709E-04	9"
"1.014139E-04	92151",,,,"1.080848E-04	93351","1.080848E-04	9"
"1.029127E-04	92451",,,,"1.091082E-04	93651","1.091082E-04	9"
"1.046730E-04	92751",,,,"1.112072E-04	93952","1.112072E-04	9"
"1.068709E-04	93051",,,,"1.133206E-04	94252","1.133206E-04	9"
"1.080848E-04	93351",,,,"1.144628E-04	94552","1.144628E-04	9"
"1.091082E-04	93651",,,,"1.161507E-04	94852","1.161507E-04	9"
"1.112072E-04	93952",,,,"1.181981E-04	95152","1.181981E-04	9"
"1.133206E-04	94252",,,,"1.194979E-04	95452","1.194979E-04	9"
"1.144628E-04	94552",,,,"1.211048E-04	95758","1.211048E-04	9"
"1.161507E-04	94852",,,,"1.229411E-04	96058","1.229411E-04	9"
"1.181981E-04	95152",,,,"1.245252E-04	96358","1.245252E-04	9"
"1.194979E-04	95452",,,,"1.263479E-04	96658","1.263479E-04	9"
"1.211048E-04	95758",,,,"1.278055E-04	96958","1.278055E-04	9"
"1.229411E-04	96058",,,,"1.286770E-04	97258","1.286770E-04	9"
"1.245252E-04	96358",,,,"1.312565E-04	97558","1.312565E-04	9"
"1.263479E-04	96658",,,,"1.323585E-04	97858","1.323585E-04	9"
"1.278055E-04	96958",,,,"1.335626E-04	98158","1.335626E-04	9"
"1.286770E-04	97258",,,,"1.352700E-04	98458","1.352700E-04	9"
"1.312565E-04	97558",,,,"1.366432E-04	98758","1.366432E-04	9"
"1.323585E-04	97858",,,,"1.391118E-04	99058","1.391118E-04	9"
"1.335626E-04	98158",,,,"1.399515E-04	99358","1.399515E-04	9"
"1.352700E-04	98458",,,,"1.414517E-04	99658","1.414517E-04	9"
"1.366432E-04	98758",,,,"1.434890E-04	99958","1.434890E-04	9"
"1.391118E-04	99058",,,,"1.449300E-04	100258","1.449300E-04	10"
"1.399515E-04	99358",,,,"1.463626E-04	100558","1.463626E-04	10"
"1.414517E-04	99658",,,,"1.488055E-04	100858","1.488055E-04	10"
"1.434890E-04	99958",,,,"1.493324E-04	101158","1.493324E-04	10"
"1.449300E-04	100258",,,,"1.508157E-04	101459","1.508157E-04	10"
"1.463626E-04	100558",,,,"1.521657E-04	101759","1.521657E-04	10"
"1.488055E-04	100858",,,,"1.531527E-04	102059","1.531527E-04	10"
"1.493324E-04	101158",,,,"1.543637E-04	102359","1.543637E-04	10"
"1.508157E-04	101459",,,,"1.577630E-04	102659","1.577630E-04	10"
"1.521657E-04	101759",,,,"1.573725E-04	102959","1.573725E-04	10"
"1.531527E-04	102059",,,,"1.593027E-04	103259","1.593027E-04	10"
"1.543637E-04	102359",,,,"1.609626E-04	103559","1.609626E-04	10"
"1.577630E-04	102659",,,,"1.621519E-04	103859","1.621519E-04	10"
"1.573725E-04	102959",,,,"1.638068E-04	104159","1.638068E-04	10"
"1.593027E-04	103259",,,,"1.655212E-04	104459","1.655212E-04	10"
"1.609626E-04	103559",,,,"1.665733E-04	104759","1.665733E-04	10"
"1.621519E-04	103859",,,,"1.672496E-04	105059","1.672496E-04	10"
"1.638068E-04	104159",,,,"1.693089E-04	105359","1.693089E-04	10"
"1.655212E-04	104459",,,,"1.707894E-04	105659","1.707894E-04	10"
"1.665733E-04	104759",,,,"1.721944E-04	105959","1.721944E-04	10"
"1.672496E-04	105059",,,,"1.735169E-04	106259","1.735169E-04	10"
"1.693089E-04	105359",,,,"1.747232E-04	106559","1.747232E-04	10"
"1.707894E-04	105659",,,,"1.764520E-04	106859","1.764520E-04	10"
"1.721944E-04	105959",,,,"1.772284E-04	107159","1.772284E-04	10"
"1.735169E-04	106259",,,,"1.788222E-04	107459","1.788222E-04	10"
"1.747232E-04	106559",,,,"1.801151E-04	107759","1.801151E-04	10"
"1.764520E-04	106859",,,,"1.814143E-04	108059","1.814143E-04	10"
"1.772284E-04	107159",,,,"1.827026E-04	108359","1.827026E-04	10"
"1.788222E-04	107459",,,,"1.837952E-04	108659","1.837952E-04	10"
"1.801151E-04	107759",,,,"1.854111E-04	108960","1.854111E-04	10"
"1.814143E-04	108059",,,,"1.862081E-04	109260","1.862081E-04	10"
"1.827026E-04	108359",,,,"1.879610E-04	109560","1.879610E-04	10"
"1.837952E-04	108659",,,,"1.884552E-04	109860","1.884552E-04	10"
"1.854111E-04	108960",,,,"1.907151E-04	110160","1.907151E-04	11"
"1.862081E-04	109260",,,,"1.914785E-04	110460","1.914785E-04	11"
"1.879610E-04	109560",,,,"1.924966E-04	110760","1.924966E-04	11"
"1.884552E-04	109860",,,,"1.939926E-04	111060","1.939926E-04	11"
"1.907151E-04	110160",,,,"1.945370E-04	111360","1.945370E-04	11"
"1.914785E-04	110460",,,,"1.961582E-04	111660","1.961582E-04	11"
