1.992118683e+002;1.610930078e-003
1.994138489e+002;2.725257771e-003
1.996158447e+002;7.388476515e-004
1.998178558e+002;1.610930078e-003
2.000198822e+002;4.857014865e-003
2.002219238e+002;2.725257771e-003
2.004239960e+002;2.579910681e-003
2.006260681e+002;8.357457118e-004
2.008281708e+002;1.707828138e-003
2.010302734e+002;7.388476515e-004
2.012324066e+002;1.211225663e-005
2.014345551e+002;9.326437139e-004
2.016367188e+002;1.998522319e-003
2.018388977e+002;1.271786867e-003
2.020410919e+002;3.209747840e-003
2.022433014e+002;1.998522319e-003
2.024455261e+002;3.028064093e-004
2.026477814e+002;2.059083636e-004
2.028500366e+002;1.610930078e-003
2.030523071e+002;2.822155831e-003
2.032546082e+002;2.822155831e-003
2.034569244e+002;-8.115211967e-004
2.036592560e+002;-1.332348183e-004
2.038615875e+002;-2.785818942e-004
2.040639496e+002;1.853175228e-003
2.042663269e+002;1.465582987e-003
2.044687347e+002;2.822155831e-003
2.046711426e+002;1.562481048e-003
2.048735657e+002;8.357457118e-004
2.050760040e+002;1.271786867e-003
2.052784729e+002;1.901624259e-003
2.054809418e+002;-7.146231364e-004
2.056834412e+002;4.481534997e-004
2.058859558e+002;3.161298810e-003
2.060884705e+002;2.289216500e-003
2.062910156e+002;6.903986214e-004
2.064935760e+002;2.531461651e-003
2.066961517e+002;-2.119644778e-003
2.068987427e+002;2.289216500e-003
2.071013641e+002;7.388476515e-004
2.073039856e+002;1.950073289e-003
2.075066223e+002;-9.568682290e-004
2.077092896e+002;-3.633676897e-005
2.079119568e+002;1.320235897e-003
2.081146545e+002;4.033381585e-003
2.083173676e+002;1.901624259e-003
2.085200806e+002;1.320235897e-003
2.087228241e+002;1.368684927e-003
2.089255829e+002;9.810928022e-004
2.091283569e+002;4.966025008e-004
2.093311462e+002;1.174888923e-003
2.095339661e+002;9.326437139e-004
2.097367859e+002;2.337665530e-003
2.099396210e+002;3.015951952e-003
2.101424866e+002;1.562481048e-003
2.103453522e+002;2.240767470e-003
2.105482483e+002;-4.239289847e-004
2.107511444e+002;9.810928022e-004
2.109540710e+002;3.997044696e-004
2.111570129e+002;9.810928022e-004
2.113599701e+002;1.901624259e-003
2.115629425e+002;1.998522319e-003
2.117659302e+002;1.271786867e-003
2.119689331e+002;8.841947420e-004
2.121719513e+002;2.725257771e-003
2.123749847e+002;1.174888923e-003
2.125780487e+002;1.659379108e-003
2.127811127e+002;1.271786867e-003
2.129842072e+002;3.694238141e-003
2.131873016e+002;1.417133957e-003
2.133904266e+002;3.694238141e-003
2.135935669e+002;2.059083636e-004
2.137967224e+002;3.306645900e-003
2.139998779e+002;2.289216500e-003
2.142030640e+002;2.919053892e-003
2.144062653e+002;4.481534997e-004
2.146094971e+002;2.483012620e-003
2.148127289e+002;2.289216500e-003
2.150159760e+002;2.773706801e-003
2.152192383e+002;1.901624259e-003
2.154225311e+002;1.901624259e-003
2.156258240e+002;3.028064093e-004
2.158291473e+002;1.465582987e-003
2.160324860e+002;7.872966817e-004
2.162358246e+002;3.403543960e-003
2.164391937e+002;1.090103106e-004
2.166425781e+002;2.337665530e-003
2.168459778e+002;3.209747840e-003
2.170493927e+002;6.903986214e-004
2.172528229e+002;-3.270309244e-004
2.174562683e+002;2.543573792e-004
2.176597290e+002;-2.458787989e-003
2.178632202e+002;1.562481048e-003
2.180667114e+002;1.756277168e-003
2.182702332e+002;1.514032017e-003
2.184737549e+002;3.028064093e-004
2.186773071e+002;-6.661741063e-004
2.188808594e+002;2.434563590e-003
2.190844421e+002;1.901624259e-003
2.192880402e+002;9.326437139e-004
2.194916534e+002;7.872966817e-004
2.196952820e+002;1.465582987e-003
2.198989258e+002;3.028064093e-004
2.201025848e+002;2.289216500e-003
2.203062592e+002;1.465582987e-003
2.205099487e+002;1.077990863e-003
2.207136688e+002;1.804726198e-003
2.209173889e+002;-2.785818942e-004
2.211211243e+002;2.046971349e-003
2.213248901e+002;3.791136201e-003
2.215286560e+002;3.791136201e-003
2.217324524e+002;3.028064093e-004
2.219362640e+002;9.810928022e-004
2.221400909e+002;3.064400982e-003
2.223439178e+002;1.223337953e-003
2.225477753e+002;1.901624259e-003
2.227516479e+002;2.628359711e-003
2.229555359e+002;1.659379108e-003
2.231594543e+002;3.306645900e-003
2.233633728e+002;2.386114560e-003
2.235673065e+002;-3.633676897e-005
2.237712555e+002;1.514032017e-003
2.239752350e+002;4.966025008e-004
2.241792145e+002;1.950073289e-003
2.243832245e+002;-5.692760460e-004
2.245872345e+002;-9.568682290e-004
2.247912750e+002;4.033381585e-003
2.249953308e+002;1.368684927e-003
2.251993866e+002;5.099259783e-003
2.254034729e+002;-3.633676897e-005
2.256075745e+002;4.966025008e-004
2.258116913e+002;1.756277168e-003
2.260158234e+002;-2.785818942e-004
2.262199707e+002;1.368684927e-003
2.264241333e+002;1.562481048e-003
2.266283264e+002;2.143869409e-003
2.268325195e+002;8.841947420e-004
2.270367279e+002;1.659379108e-003
2.272409668e+002;7.388476515e-004
2.274452057e+002;3.512554395e-004
2.276494751e+002;8.357457118e-004
2.278537598e+002;1.090103106e-004
2.280580444e+002;1.853175228e-003
2.282623596e+002;1.211225663e-005
2.284666901e+002;-7.146231364e-004
2.286710358e+002;1.077990863e-003
2.288753967e+002;1.368684927e-003
2.290797729e+002;3.694238141e-003
2.292841644e+002;4.033381585e-003
2.294885712e+002;-1.332348183e-004
2.296929932e+002;2.143869409e-003
2.298974304e+002;6.419495912e-004
2.301018829e+002;8.841947420e-004
2.303063660e+002;5.244607106e-003
2.305108490e+002;1.901624259e-003
2.307153625e+002;3.028064093e-004
2.309198761e+002;3.112849779e-003
2.311244202e+002;-4.723779857e-004
2.313289642e+002;1.077990863e-003
2.315335388e+002;8.357457118e-004
2.317381287e+002;2.240767470e-003
2.319427338e+002;1.465582987e-003
2.321473541e+002;8.841947420e-004
2.323519897e+002;1.320235897e-003
2.325566406e+002;1.853175228e-003
2.327613068e+002;1.320235897e-003
2.329659882e+002;2.628359711e-003
2.331706848e+002;1.562481048e-003
2.333753967e+002;1.126439893e-003
2.335801392e+002;4.324075300e-003
2.337848816e+002;1.174888923e-003
2.339896393e+002;3.512554395e-004
2.341944275e+002;2.289216500e-003
2.343992157e+002;3.112849779e-003
2.346040344e+002;9.810928022e-004
2.348088684e+002;3.258196870e-003
2.350137024e+002;9.810928022e-004
2.352185669e+002;6.903986214e-004
2.354234467e+002;2.046971349e-003
2.356283417e+002;5.935005611e-004
2.358332520e+002;3.403543960e-003
2.360381775e+002;5.935005611e-004
2.362431183e+002;1.804726198e-003
2.364480743e+002;1.853175228e-003
2.366530457e+002;2.531461651e-003
2.368580322e+002;-3.633676897e-005
2.370630341e+002;1.211225663e-005
2.372680664e+002;4.966025008e-004
2.374730988e+002;1.998522319e-003
2.376781616e+002;5.450515309e-004
2.378832245e+002;9.326437139e-004
2.380883179e+002;1.271786867e-003
2.382934113e+002;8.357457118e-004
2.384985352e+002;1.271786867e-003
2.387036591e+002;2.531461651e-003
2.389088135e+002;1.659379108e-003
2.391139832e+002;1.853175228e-003
2.393191681e+002;2.531461651e-003
2.395243683e+002;3.015951952e-003
2.397295837e+002;3.997044696e-004
2.399348145e+002;2.143869409e-003
2.401400604e+002;-1.005317317e-003
2.403453217e+002;9.810928022e-004
2.405505981e+002;3.984932322e-003
2.407558899e+002;7.388476515e-004
2.409611969e+002;2.628359711e-003
2.411665344e+002;2.676808741e-003
2.413718719e+002;4.966025008e-004
2.415772247e+002;2.337665530e-003
2.417826080e+002;2.059083636e-004
2.419879913e+002;3.209747840e-003
2.421934052e+002;1.562481048e-003
2.423988342e+002;1.223337953e-003
2.426042633e+002;3.306645900e-003
2.428097229e+002;1.465582987e-003
2.430151978e+002;3.112849779e-003
2.432206726e+002;1.211225663e-005
2.434261780e+002;7.872966817e-004
2.436316986e+002;4.227177706e-003
2.438372345e+002;-3.270309244e-004
2.440427856e+002;1.659379108e-003
2.442483521e+002;1.465582987e-003
2.444539337e+002;2.531461651e-003
2.446595306e+002;2.919053892e-003
2.448651581e+002;-5.208270159e-004
2.450707855e+002;2.676808741e-003
2.452764282e+002;3.997044696e-004
2.454820862e+002;-3.754799545e-004
2.456877747e+002;4.469422624e-003
2.458934631e+002;6.903986214e-004
2.460991821e+002;2.240767470e-003
2.463049011e+002;9.810928022e-004
2.465106506e+002;2.046971349e-003
2.467164001e+002;1.368684927e-003
2.469221802e+002;2.143869409e-003
2.471279755e+002;3.112849779e-003
2.473337708e+002;3.403543960e-003
2.475395966e+002;8.841947420e-004
2.477454376e+002;6.903986214e-004
2.479512939e+002;-8.115211967e-004
2.481571655e+002;6.419495912e-004
2.483630524e+002;9.810928022e-004
2.485689545e+002;1.077990863e-003
2.487748718e+002;-5.692760460e-004
2.489808044e+002;6.903986214e-004
2.491867523e+002;2.434563590e-003
2.493927155e+002;1.223337953e-003
2.495986938e+002;-3.270309244e-004
2.498046875e+002;1.998522319e-003
2.500107117e+002;5.935005611e-004
2.502167358e+002;3.015951952e-003
2.504227753e+002;4.966025008e-004
2.506288452e+002;2.725257771e-003
2.508349152e+002;1.950073289e-003
2.510410156e+002;2.543573792e-004
2.512471161e+002;-2.022746718e-003
2.514532471e+002;1.077990863e-003
2.516593933e+002;2.143869409e-003
2.518655396e+002;2.434563590e-003
2.520717163e+002;-6.177250762e-004
2.522779083e+002;6.056128041e-005
2.524841003e+002;-9.568682290e-004
2.526903229e+002;5.935005611e-004
2.528965607e+002;9.810928022e-004
2.531028137e+002;6.056128041e-005
2.533090820e+002;1.756277168e-003
2.535153656e+002;1.514032017e-003
2.537216644e+002;7.872966817e-004
2.539279785e+002;5.935005611e-004
2.541343079e+002;7.872966817e-004
2.543406525e+002;-5.692760460e-004
2.545470123e+002;4.966025008e-004
2.547534027e+002;4.760116804e-003
2.549597931e+002;1.126439893e-003
2.551661987e+002;9.810928022e-004
2.553726349e+002;-1.816838485e-004
2.555790710e+002;2.059083636e-004
2.557855225e+002;3.984932322e-003
2.559920044e+002;6.903986214e-004
2.561984863e+002;1.090103106e-004
2.564049988e+002;1.610930078e-003
2.566115112e+002;1.320235897e-003
2.568180542e+002;3.028064093e-004
2.570245972e+002;9.810928022e-004
2.572311707e+002;3.839585232e-003
2.574377441e+002;2.434563590e-003
2.576443481e+002;2.143869409e-003
2.578509827e+002;1.368684927e-003
2.580576172e+002;3.355094930e-003
2.582642517e+002;-1.392909442e-003
2.584709167e+002;4.469422624e-003
2.586775818e+002;-1.635154593e-003
2.588842773e+002;8.841947420e-004
2.590910034e+002;1.659379108e-003
2.592977295e+002;1.320235897e-003
2.595044556e+002;-1.332348183e-004
2.597112122e+002;1.901624259e-003
2.599179993e+002;1.320235897e-003
2.601247864e+002;4.481534997e-004
2.603315735e+002;-1.005317317e-003
2.605384216e+002;9.810928022e-004
2.607452393e+002;-8.599702269e-004
2.609520874e+002;2.240767470e-003
2.611589661e+002;3.512554395e-004
2.613658447e+002;1.998522319e-003
2.615727539e+002;2.483012620e-003
2.617796631e+002;-1.247562352e-003
2.619866028e+002;8.841947420e-004
2.621935425e+002;1.853175228e-003
2.624005127e+002;2.919053892e-003
2.626074829e+002;3.403543960e-003
2.628144836e+002;9.326437139e-004
2.630214844e+002;3.997044696e-004
2.632285156e+002;7.388476515e-004
2.634355469e+002;3.645789111e-003
2.636426086e+002;2.531461651e-003
2.638496704e+002;2.143869409e-003
2.640567627e+002;1.320235897e-003
2.642638550e+002;5.535301287e-003
2.644709778e+002;3.306645900e-003
2.646781311e+002;1.804726198e-003
2.648852844e+002;1.707828138e-003
2.650924377e+002;1.562481048e-003
2.652996216e+002;1.077990863e-003
2.655068359e+002;4.481534997e-004
2.657140503e+002;4.481534997e-004
2.659212646e+002;1.562481048e-003
2.661285095e+002;-1.053766347e-003
2.663357544e+002;-1.053766347e-003
2.665430603e+002;2.289216500e-003
2.667503357e+002;2.059083636e-004
2.669576416e+002;3.355094930e-003
2.671649780e+002;1.271786867e-003
2.673723145e+002;1.174888923e-003
2.675796509e+002;3.512554395e-004
2.677870178e+002;8.841947420e-004
2.679944153e+002;2.046971349e-003
2.682018127e+002;8.357457118e-004
2.684092407e+002;1.211225663e-005
